age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
43.0,3,106760.0,9.0,2,0,5,4,0,0.0,0.0,50.0,1,1
34.0,3,375680.0,12.0,4,2,3,2,0,0.0,0.0,40.0,38,0
55.0,4,222615.0,14.0,2,3,0,4,1,0.0,0.0,60.0,38,0
22.0,3,190968.0,9.0,2,7,0,4,1,0.0,0.0,40.0,38,0
39.0,3,76767.0,10.0,0,0,1,4,0,0.0,0.0,60.0,38,0
50.0,5,203098.0,13.0,2,3,0,4,1,0.0,0.0,35.0,38,0
47.0,1,162187.0,10.0,2,13,0,4,1,0.0,1887.0,40.0,38,1
25.0,3,242729.0,13.0,4,11,3,4,0,0.0,0.0,20.0,38,0
52.0,3,253784.0,7.0,0,7,4,4,0,0.0,0.0,20.0,38,0
30.0,3,206051.0,9.0,2,13,0,4,1,0.0,0.0,40.0,38,0
37.0,5,181553.0,9.0,0,2,1,4,1,0.0,0.0,50.0,38,0
73.0,4,80986.0,9.0,2,11,0,4,1,0.0,0.0,20.0,38,0
50.0,3,200783.0,4.0,0,2,1,4,1,0.0,0.0,60.0,38,0
34.0,3,42596.0,10.0,2,3,0,4,1,0.0,0.0,45.0,38,0
24.0,3,464502.0,12.0,4,11,1,2,1,0.0,0.0,40.0,41,0
66.0,3,205724.0,10.0,2,11,0,4,1,0.0,0.0,24.0,38,1
22.0,3,446140.0,9.0,4,11,3,4,1,0.0,0.0,55.0,38,0
69.0,1,32287.0,6.0,2,13,0,4,1,0.0,0.0,25.0,38,0
23.0,3,56774.0,9.0,4,2,3,4,1,0.0,0.0,40.0,38,0
55.0,3,308118.0,13.0,6,6,4,4,0,0.0,0.0,40.0,41,0
35.0,3,176279.0,10.0,6,0,4,4,0,0.0,0.0,30.0,38,0
20.0,3,103277.0,10.0,4,0,3,4,0,0.0,0.0,35.0,38,0
70.0,4,225780.0,10.0,2,3,0,4,1,0.0,0.0,20.0,38,1
54.0,3,154728.0,11.0,2,12,0,4,1,7688.0,0.0,40.0,38,1
34.0,3,149943.0,9.0,4,7,1,1,1,0.0,0.0,40.0,23,0
38.0,6,22245.0,16.0,2,9,0,4,1,0.0,0.0,45.0,38,1
33.0,3,93056.0,4.0,0,5,3,4,1,0.0,0.0,40.0,38,0
43.0,3,270522.0,9.0,5,7,1,4,0,0.0,0.0,26.0,38,0
60.0,4,123218.0,10.0,2,3,0,4,1,0.0,0.0,40.0,38,0
81.0,5,123959.0,13.0,6,9,1,4,0,0.0,1668.0,3.0,17,0
32.0,5,103642.0,9.0,2,3,0,4,1,0.0,0.0,55.0,38,0
34.0,3,157747.0,9.0,2,13,0,4,1,0.0,0.0,45.0,38,0
46.0,5,154083.0,14.0,4,3,1,4,1,0.0,0.0,25.0,38,0
30.0,6,23037.0,10.0,4,7,3,0,1,0.0,0.0,84.0,38,0
23.0,8,226891.0,9.0,4,14,2,1,0,0.0,0.0,20.0,34,0
29.0,3,50028.0,10.0,2,7,0,4,1,0.0,0.0,40.0,38,0
51.0,3,138251.0,9.0,2,13,0,4,1,0.0,0.0,60.0,38,0
31.0,3,369825.0,4.0,4,5,2,4,1,0.0,0.0,25.0,38,0
36.0,0,44364.0,9.0,4,0,3,2,0,0.0,0.0,36.0,38,0
23.0,3,230704.0,10.0,4,5,3,2,1,0.0,0.0,22.0,38,0
35.0,3,42044.0,9.0,2,6,0,4,1,0.0,0.0,30.0,38,0
28.0,1,56340.0,14.0,4,9,1,4,0,0.0,0.0,40.0,38,0
33.0,6,156015.0,13.0,2,3,0,4,1,0.0,0.0,40.0,38,1
40.0,3,163434.0,10.0,2,5,0,4,1,0.0,0.0,40.0,38,0
27.0,3,85251.0,10.0,2,13,0,4,1,0.0,0.0,45.0,38,0
38.0,4,187411.0,9.0,2,3,0,4,1,0.0,0.0,40.0,38,1
47.0,3,155124.0,11.0,0,9,1,4,0,0.0,1669.0,40.0,38,0
25.0,3,396633.0,10.0,2,0,5,2,0,0.0,0.0,56.0,38,1
45.0,3,182313.0,13.0,2,3,0,4,1,7688.0,0.0,50.0,38,1
38.0,3,52596.0,10.0,4,0,3,2,0,0.0,0.0,40.0,38,0
66.0,8,260111.0,10.0,2,14,0,4,1,0.0,0.0,40.0,38,1
65.0,1,143570.0,10.0,4,9,1,2,0,0.0,0.0,40.0,38,0
30.0,3,160634.0,11.0,4,2,3,4,1,0.0,0.0,40.0,38,1
54.0,3,29909.0,7.0,2,7,5,4,0,0.0,0.0,43.0,38,0
49.0,3,94215.0,8.0,0,6,1,4,0,0.0,0.0,40.0,38,0
41.0,5,151990.0,11.0,2,9,5,4,0,0.0,0.0,15.0,38,1
48.0,0,188081.0,9.0,2,0,0,4,1,0.0,0.0,40.0,38,1
23.0,3,218445.0,3.0,4,8,4,4,0,0.0,0.0,12.0,25,0
77.0,3,235775.0,9.0,2,7,0,4,1,0.0,0.0,25.0,4,0
19.0,3,98605.0,10.0,4,7,3,4,0,0.0,0.0,20.0,38,0
30.0,3,188398.0,9.0,3,0,1,4,0,0.0,0.0,30.0,38,0
41.0,4,140365.0,13.0,2,3,0,4,1,0.0,1902.0,55.0,38,1
35.0,3,202950.0,9.0,2,3,0,4,1,0.0,0.0,55.0,19,1
20.0,3,218215.0,10.0,4,0,3,4,0,0.0,0.0,40.0,38,0
66.0,4,197816.0,13.0,2,3,0,4,1,10605.0,0.0,40.0,38,1
49.0,3,147002.0,9.0,4,2,4,4,0,0.0,0.0,40.0,32,0
52.0,3,138497.0,13.0,2,11,0,4,1,0.0,0.0,45.0,38,1
24.0,3,57711.0,14.0,2,9,5,4,0,0.0,0.0,35.0,38,1
50.0,3,169925.0,9.0,2,2,0,4,1,0.0,0.0,15.0,38,0
22.0,3,72310.0,7.0,4,13,1,4,1,0.0,0.0,65.0,38,0
19.0,3,170800.0,10.0,4,7,3,4,1,0.0,0.0,20.0,38,0
39.0,3,215095.0,7.0,4,9,4,4,0,0.0,0.0,30.0,32,0
45.0,3,480717.0,13.0,2,7,0,1,1,0.0,0.0,38.0,41,0
61.0,1,34632.0,13.0,0,7,1,4,1,0.0,0.0,30.0,38,0
45.0,3,140664.0,12.0,0,13,1,4,1,0.0,0.0,55.0,38,0
36.0,1,177858.0,13.0,2,9,3,4,1,0.0,0.0,40.0,38,0
40.0,3,160369.0,14.0,2,3,0,4,1,0.0,2415.0,45.0,38,1
38.0,3,129102.0,9.0,2,3,0,4,1,0.0,0.0,50.0,38,0
52.0,1,278522.0,10.0,2,13,0,2,1,0.0,0.0,40.0,38,0
29.0,0,124953.0,11.0,2,12,0,4,1,0.0,0.0,42.0,38,1
33.0,3,63184.0,9.0,4,4,1,4,1,0.0,0.0,40.0,38,0
40.0,5,165815.0,10.0,4,2,3,4,1,0.0,0.0,40.0,38,0
34.0,3,248584.0,9.0,4,2,1,4,1,0.0,0.0,55.0,38,0
46.0,1,226871.0,13.0,0,10,1,2,1,0.0,0.0,50.0,38,1
44.0,3,267717.0,14.0,2,2,0,4,1,15024.0,0.0,45.0,38,1
19.0,3,60367.0,9.0,4,7,3,4,0,0.0,0.0,13.0,38,0
44.0,3,134120.0,9.0,2,0,5,4,0,0.0,0.0,40.0,38,1
40.0,3,95639.0,9.0,4,2,1,0,1,0.0,0.0,40.0,38,0
20.0,3,132053.0,10.0,4,9,3,4,0,0.0,0.0,2.0,38,0
24.0,3,138768.0,12.0,4,5,3,4,1,0.0,0.0,30.0,38,0
76.0,3,203910.0,9.0,6,7,1,4,1,0.0,0.0,17.0,38,0
20.0,3,109952.0,9.0,2,12,2,4,1,0.0,0.0,40.0,38,0
33.0,3,155781.0,15.0,4,9,1,4,1,0.0,0.0,40.0,38,1
31.0,3,49398.0,10.0,2,12,0,4,1,0.0,0.0,40.0,38,0
33.0,3,159303.0,9.0,0,7,4,4,0,0.0,0.0,40.0,38,0
19.0,3,248339.0,9.0,4,2,3,4,1,0.0,0.0,35.0,38,0
29.0,3,190539.0,13.0,4,3,1,4,1,0.0,1590.0,50.0,38,0
30.0,3,183620.0,9.0,2,11,0,4,1,0.0,0.0,45.0,38,0
48.0,3,25468.0,14.0,0,3,1,4,1,99999.0,0.0,50.0,38,1
42.0,3,201495.0,13.0,2,3,0,4,1,0.0,0.0,40.0,38,0
37.0,3,52221.0,7.0,2,13,0,4,1,0.0,0.0,40.0,38,0
54.0,4,96460.0,9.0,2,3,0,4,1,7688.0,0.0,60.0,38,1
42.0,3,325353.0,12.0,2,0,0,4,1,7688.0,0.0,42.0,38,1
28.0,5,176027.0,9.0,4,7,1,4,0,0.0,0.0,28.0,38,0
42.0,1,266135.0,10.0,2,10,0,4,1,0.0,0.0,52.0,38,1
60.0,6,194252.0,14.0,2,3,5,4,0,3103.0,0.0,40.0,38,1
76.0,8,164835.0,9.0,6,14,1,4,0,0.0,0.0,25.0,38,0
21.0,3,363192.0,11.0,4,7,3,4,0,0.0,0.0,40.0,38,0
29.0,3,31360.0,10.0,4,4,3,4,1,0.0,0.0,40.0,38,0
43.0,3,63503.0,13.0,2,9,0,4,1,0.0,0.0,40.0,38,1
44.0,3,157614.0,9.0,0,11,3,4,1,0.0,0.0,38.0,38,0
45.0,3,160647.0,13.0,0,0,4,4,0,4687.0,0.0,35.0,38,1
38.0,3,363395.0,10.0,4,11,4,2,0,0.0,0.0,40.0,38,0
28.0,3,338376.0,10.0,2,0,0,4,1,0.0,0.0,50.0,38,1
29.0,3,87523.0,9.0,4,11,3,4,0,0.0,0.0,40.0,38,0
20.0,3,280714.0,10.0,4,7,3,4,1,0.0,0.0,40.0,38,0
49.0,4,119565.0,14.0,2,11,0,4,1,0.0,0.0,40.0,38,1
36.0,1,171482.0,10.0,2,10,0,4,1,0.0,0.0,56.0,38,1
40.0,4,49249.0,13.0,2,3,0,4,1,0.0,0.0,50.0,38,1
17.0,3,331552.0,8.0,4,0,3,4,0,0.0,0.0,30.0,38,0
45.0,3,174426.0,9.0,2,2,0,4,1,0.0,0.0,40.0,38,0
42.0,3,184105.0,10.0,4,4,1,4,1,0.0,0.0,28.0,38,0
29.0,3,37933.0,13.0,4,3,4,2,0,0.0,0.0,40.0,38,0
57.0,5,291529.0,13.0,2,3,0,4,1,4386.0,0.0,13.0,38,1
23.0,3,376416.0,13.0,4,0,1,4,1,0.0,0.0,40.0,38,0
20.0,3,263612.0,10.0,4,0,3,2,0,0.0,0.0,40.0,13,0
23.0,3,227471.0,9.0,4,5,3,4,1,0.0,0.0,24.0,38,0
39.0,3,191103.0,9.0,4,7,1,4,1,0.0,0.0,40.0,38,0
34.0,3,35644.0,10.0,2,2,0,4,1,0.0,0.0,40.0,38,1
43.0,5,227298.0,13.0,4,11,1,4,1,0.0,0.0,45.0,38,0
25.0,6,187508.0,10.0,4,5,3,4,1,0.0,0.0,40.0,38,0
40.0,3,184378.0,10.0,2,11,0,4,1,0.0,0.0,60.0,32,0
52.0,5,190333.0,9.0,0,4,1,4,1,0.0,0.0,25.0,38,0
48.0,3,155372.0,9.0,6,6,4,4,0,0.0,0.0,36.0,38,0
37.0,3,259882.0,11.0,4,11,4,2,0,0.0,0.0,6.0,38,0
36.0,3,217077.0,9.0,2,11,0,4,1,0.0,0.0,50.0,38,0
33.0,3,103596.0,11.0,2,13,0,4,1,0.0,0.0,40.0,38,0
36.0,1,188236.0,9.0,2,0,5,4,0,0.0,0.0,40.0,38,1
24.0,3,353010.0,13.0,4,0,1,4,1,0.0,0.0,10.0,38,0
42.0,1,70655.0,9.0,0,4,1,4,1,0.0,0.0,40.0,38,0
35.0,4,64874.0,12.0,4,11,3,4,1,0.0,0.0,40.0,38,0
40.0,0,219240.0,9.0,0,0,4,4,0,0.0,0.0,22.0,38,0
50.0,4,104849.0,15.0,2,9,0,1,1,0.0,0.0,40.0,18,0
40.0,3,173590.0,14.0,2,3,0,4,1,0.0,0.0,50.0,38,1
22.0,3,412316.0,9.0,4,11,2,2,1,0.0,0.0,40.0,41,0
57.0,4,195835.0,9.0,2,3,0,4,1,0.0,0.0,40.0,38,0
51.0,1,170579.0,9.0,2,13,0,4,1,0.0,0.0,40.0,38,1
61.0,0,230545.0,9.0,4,0,4,4,0,0.0,0.0,35.0,32,0
71.0,3,162297.0,9.0,6,11,4,4,0,0.0,0.0,20.0,38,0
47.0,3,169549.0,9.0,2,2,0,4,1,0.0,0.0,40.0,38,1
38.0,3,117528.0,13.0,4,7,2,4,0,0.0,0.0,45.0,38,0
25.0,3,273876.0,13.0,4,11,1,4,1,0.0,0.0,65.0,38,0
33.0,3,529104.0,7.0,2,5,0,4,1,0.0,0.0,50.0,38,0
40.0,6,456110.0,7.0,0,13,4,4,0,0.0,0.0,52.0,38,0
39.0,8,180868.0,7.0,4,14,1,2,0,0.0,0.0,40.0,38,0
29.0,3,170301.0,9.0,2,0,5,4,0,2829.0,0.0,40.0,38,0
33.0,3,55717.0,9.0,4,2,1,4,1,0.0,0.0,40.0,38,0
46.0,3,166181.0,10.0,4,0,3,2,0,0.0,0.0,36.0,38,0
24.0,3,52242.0,9.0,2,11,5,4,0,0.0,0.0,40.0,38,1
28.0,3,224629.0,14.0,4,3,1,3,1,0.0,0.0,30.0,4,0
20.0,3,197997.0,9.0,4,2,1,4,1,0.0,0.0,40.0,38,0
34.0,3,46144.0,10.0,0,5,4,4,0,0.0,0.0,40.0,38,0
34.0,6,180871.0,13.0,2,0,0,4,1,0.0,0.0,55.0,38,0
25.0,3,212311.0,10.0,4,0,4,2,0,0.0,0.0,40.0,38,0
36.0,3,232874.0,13.0,2,12,0,4,1,0.0,0.0,40.0,38,0
61.0,3,175999.0,9.0,2,6,0,4,1,0.0,0.0,40.0,38,0
38.0,3,177121.0,10.0,5,7,1,4,0,0.0,0.0,58.0,38,0
57.0,3,299358.0,9.0,6,7,2,4,0,0.0,1719.0,25.0,38,0
20.0,8,326624.0,9.0,4,14,3,4,0,0.0,0.0,40.0,38,0
56.0,3,129836.0,9.0,2,7,5,4,0,0.0,0.0,10.0,38,0
24.0,3,225515.0,13.0,4,3,1,4,0,0.0,0.0,40.0,38,0
60.0,3,145664.0,10.0,0,11,1,4,0,0.0,0.0,48.0,38,0
37.0,3,151764.0,10.0,2,3,0,4,1,0.0,0.0,50.0,38,0
27.0,3,183523.0,10.0,2,13,0,4,1,0.0,0.0,40.0,38,1
54.0,3,257869.0,10.0,5,7,1,4,1,0.0,0.0,28.0,3,0
40.0,3,73025.0,9.0,2,7,0,1,1,0.0,0.0,30.0,2,0
18.0,3,165532.0,8.0,4,7,3,4,1,0.0,0.0,15.0,38,0
51.0,0,140035.0,9.0,2,0,0,4,1,0.0,0.0,40.0,38,1
40.0,5,325159.0,10.0,2,12,0,4,1,0.0,0.0,50.0,38,1
64.0,0,161926.0,9.0,2,9,0,4,1,0.0,0.0,8.0,38,0
24.0,3,163665.0,9.0,4,7,1,4,0,2174.0,0.0,40.0,38,0
33.0,3,106938.0,9.0,2,12,5,2,0,0.0,0.0,38.0,38,0
31.0,3,97453.0,9.0,0,3,4,4,0,0.0,0.0,40.0,38,0
26.0,1,242464.0,9.0,2,10,0,4,1,3103.0,0.0,40.0,38,1
54.0,3,155233.0,13.0,4,0,1,4,0,14084.0,0.0,40.0,38,1
31.0,3,248653.0,2.0,4,5,1,4,1,0.0,0.0,37.0,25,0
39.0,3,59313.0,8.0,3,13,1,2,1,0.0,0.0,45.0,41,0
22.0,3,141297.0,10.0,4,12,3,4,1,0.0,0.0,40.0,38,0
31.0,3,227325.0,10.0,4,2,1,4,1,0.0,0.0,40.0,38,0
68.0,3,123653.0,3.0,5,7,1,4,1,0.0,0.0,12.0,21,0
59.0,0,176317.0,6.0,0,7,1,4,0,0.0,0.0,37.0,38,0
35.0,5,77146.0,9.0,2,2,0,4,1,2829.0,0.0,45.0,38,0
25.0,3,169124.0,13.0,4,0,3,4,1,0.0,0.0,40.0,38,0
23.0,3,179413.0,9.0,4,2,4,4,1,0.0,0.0,40.0,38,0
35.0,3,180137.0,10.0,0,3,4,4,1,0.0,0.0,60.0,38,0
17.0,6,179319.0,6.0,4,7,3,4,1,0.0,0.0,30.0,38,0
19.0,3,45766.0,10.0,4,5,1,4,1,0.0,0.0,45.0,38,0
53.0,3,152810.0,14.0,2,3,0,4,1,0.0,1977.0,55.0,38,1
59.0,3,214052.0,3.0,0,6,4,4,0,0.0,0.0,40.0,38,0
37.0,3,201141.0,9.0,4,0,3,4,0,0.0,0.0,37.0,38,0
74.0,5,43599.0,9.0,6,7,1,4,1,0.0,0.0,20.0,38,0
28.0,3,292536.0,10.0,4,13,1,4,1,0.0,0.0,50.0,38,0
40.0,3,82161.0,13.0,4,0,1,4,1,0.0,0.0,40.0,38,0
30.0,3,180656.0,10.0,3,2,1,4,1,0.0,0.0,40.0,41,0
20.0,3,181370.0,10.0,4,7,3,2,1,0.0,0.0,40.0,38,0
80.0,3,148623.0,15.0,2,9,0,4,1,0.0,0.0,35.0,38,1
51.0,3,84399.0,9.0,2,6,0,2,1,0.0,0.0,40.0,38,0
17.0,3,143331.0,6.0,4,11,3,4,1,0.0,0.0,15.0,38,0
37.0,0,48779.0,13.0,2,9,0,4,1,0.0,0.0,40.0,38,0
19.0,8,175495.0,9.0,4,14,3,2,0,0.0,0.0,24.0,38,0
58.0,3,83542.0,9.0,4,7,1,4,1,0.0,0.0,40.0,38,0
57.0,3,214619.0,10.0,2,2,0,4,1,0.0,0.0,40.0,38,0
37.0,3,160035.0,10.0,0,6,1,4,1,0.0,0.0,40.0,38,0
23.0,0,39603.0,10.0,4,2,4,0,1,0.0,0.0,40.0,38,0
36.0,3,181589.0,13.0,4,0,1,4,0,0.0,0.0,32.0,3,0
33.0,3,261511.0,9.0,2,2,0,4,1,0.0,0.0,40.0,38,0
30.0,3,29522.0,10.0,2,11,5,4,0,0.0,0.0,40.0,38,0
30.0,3,36340.0,9.0,4,0,4,4,0,0.0,0.0,24.0,38,0
41.0,3,320984.0,15.0,2,9,0,4,1,99999.0,0.0,65.0,38,1
57.0,8,403625.0,10.0,2,14,0,1,1,0.0,0.0,60.0,38,1
23.0,3,122346.0,9.0,4,11,3,4,1,0.0,0.0,40.0,38,0
40.0,3,105794.0,15.0,4,9,1,4,0,14084.0,0.0,50.0,38,1
53.0,3,152883.0,9.0,6,0,1,2,0,0.0,0.0,40.0,38,0
31.0,6,123037.0,10.0,4,12,1,4,1,0.0,0.0,13.0,38,0
41.0,8,339682.0,3.0,2,14,0,4,1,0.0,0.0,40.0,25,0
36.0,3,182074.0,9.0,4,0,2,4,1,0.0,0.0,40.0,38,0
30.0,3,248588.0,8.0,0,7,1,4,0,0.0,0.0,40.0,38,0
44.0,3,187584.0,9.0,2,10,0,4,1,0.0,0.0,40.0,1,0
36.0,3,46706.0,9.0,4,7,3,4,1,0.0,0.0,40.0,38,0
42.0,3,190290.0,12.0,2,9,0,4,1,0.0,0.0,40.0,38,1
48.0,5,247294.0,9.0,2,2,0,4,1,0.0,0.0,30.0,28,0
22.0,3,117779.0,13.0,4,9,3,4,1,0.0,0.0,40.0,38,0
38.0,3,121602.0,9.0,2,6,0,4,1,0.0,0.0,40.0,38,0
31.0,3,451744.0,9.0,4,2,1,4,1,0.0,0.0,50.0,38,0
32.0,3,107793.0,9.0,0,7,3,4,1,2174.0,0.0,40.0,38,0
35.0,3,339772.0,9.0,2,5,0,2,1,0.0,0.0,40.0,38,0
21.0,3,185582.0,10.0,4,11,3,4,1,0.0,0.0,43.0,38,0
26.0,3,260614.0,9.0,2,6,0,4,1,0.0,0.0,40.0,38,0
19.0,1,53220.0,9.0,4,0,3,2,0,0.0,0.0,40.0,38,0
43.0,3,213844.0,9.0,1,2,5,2,0,0.0,0.0,42.0,38,1
33.0,3,213226.0,9.0,2,2,0,4,1,0.0,0.0,60.0,38,0
30.0,3,58582.0,13.0,4,2,3,4,1,0.0,0.0,10.0,38,0
52.0,3,193116.0,6.0,2,13,0,4,1,0.0,0.0,45.0,38,0
38.0,1,201410.0,13.0,2,3,0,4,1,0.0,0.0,40.0,38,1
28.0,3,190525.0,13.0,2,3,0,4,1,0.0,0.0,46.0,38,1
57.0,5,138285.0,12.0,2,7,0,4,1,0.0,0.0,40.0,19,0
51.0,3,111939.0,13.0,2,9,0,4,1,0.0,0.0,50.0,38,1
50.0,3,109277.0,5.0,2,6,0,4,1,0.0,0.0,48.0,38,0
32.0,3,331539.0,13.0,2,3,0,1,1,0.0,0.0,50.0,2,1
32.0,3,396745.0,13.0,2,9,0,4,1,0.0,2415.0,48.0,38,1
37.0,3,126675.0,9.0,2,2,0,4,1,0.0,0.0,40.0,38,0
69.0,5,349022.0,9.0,2,11,0,4,1,0.0,0.0,33.0,38,0
33.0,8,98145.0,10.0,0,14,4,0,1,0.0,0.0,30.0,38,0
37.0,3,234901.0,10.0,2,11,0,4,1,0.0,0.0,50.0,10,1
36.0,3,100681.0,10.0,4,0,1,4,1,2463.0,0.0,40.0,38,0
47.0,5,265097.0,9.0,2,13,0,4,1,0.0,0.0,45.0,38,1
63.0,3,237379.0,6.0,2,13,0,4,1,0.0,0.0,40.0,38,0
21.0,3,44793.0,10.0,4,0,1,4,1,0.0,0.0,65.0,38,0
17.0,3,270942.0,9.0,4,7,2,4,1,0.0,0.0,35.0,25,0
56.0,3,193622.0,9.0,5,2,4,4,1,0.0,0.0,40.0,38,0
90.0,1,187749.0,12.0,2,0,0,1,1,0.0,0.0,20.0,29,0
27.0,3,160178.0,10.0,0,0,1,4,0,0.0,0.0,38.0,38,0
38.0,3,680390.0,9.0,0,0,4,4,0,0.0,0.0,20.0,38,0
33.0,3,96245.0,12.0,2,9,0,4,1,0.0,0.0,50.0,38,0
26.0,3,34803.0,9.0,4,3,1,4,0,0.0,0.0,40.0,38,0
20.0,3,170091.0,10.0,4,7,3,4,0,0.0,0.0,35.0,38,0
42.0,3,231813.0,7.0,2,13,0,4,1,0.0,0.0,40.0,38,0
55.0,3,23789.0,9.0,0,3,1,4,0,0.0,0.0,40.0,38,0
32.0,6,438711.0,10.0,2,9,5,2,0,0.0,0.0,40.0,38,0
66.0,3,169804.0,13.0,2,11,0,4,1,20051.0,0.0,40.0,38,1
66.0,1,376506.0,16.0,0,9,1,4,0,3273.0,0.0,40.0,38,0
49.0,3,28791.0,10.0,0,7,1,4,0,0.0,0.0,40.0,38,0
34.0,3,162814.0,9.0,0,10,1,2,1,0.0,0.0,45.0,38,0
38.0,3,58108.0,13.0,2,3,0,4,1,0.0,0.0,50.0,38,1
40.0,4,102226.0,9.0,2,3,0,4,1,0.0,0.0,40.0,38,0
22.0,0,209131.0,12.0,4,7,3,4,1,0.0,0.0,20.0,38,0
46.0,5,157117.0,9.0,2,13,0,4,1,0.0,0.0,40.0,38,0
29.0,3,172865.0,9.0,2,6,0,4,1,0.0,0.0,50.0,38,0
19.0,3,29798.0,8.0,4,5,3,0,1,0.0,0.0,20.0,38,0
71.0,8,229424.0,9.0,6,14,1,4,0,0.0,0.0,40.0,38,0
37.0,1,80680.0,13.0,0,9,4,4,0,1151.0,0.0,35.0,38,0
52.0,1,238959.0,14.0,4,9,1,4,1,0.0,0.0,32.0,38,1
27.0,3,189462.0,14.0,4,0,1,4,0,0.0,0.0,46.0,38,0
52.0,3,139347.0,9.0,2,13,5,4,0,0.0,0.0,40.0,38,0
31.0,3,188108.0,9.0,4,2,3,4,1,4101.0,0.0,40.0,38,0
37.0,4,111128.0,10.0,2,2,0,4,1,0.0,0.0,50.0,38,1
28.0,3,81540.0,9.0,4,5,1,4,1,0.0,0.0,40.0,38,0
25.0,3,257562.0,4.0,2,2,0,4,1,0.0,0.0,40.0,25,0
31.0,3,59496.0,10.0,2,0,0,4,1,0.0,0.0,50.0,38,0
29.0,3,29974.0,9.0,2,2,0,4,1,0.0,0.0,40.0,38,0
45.0,3,102597.0,9.0,6,0,4,4,0,0.0,0.0,35.0,38,0
69.0,3,41419.0,4.0,2,7,0,4,1,0.0,0.0,20.0,38,0
50.0,3,118565.0,7.0,2,6,0,2,1,0.0,0.0,40.0,38,0
54.0,6,312897.0,16.0,2,9,0,4,1,0.0,0.0,46.0,8,1
17.0,3,166290.0,5.0,4,7,3,4,0,0.0,0.0,20.0,38,0
34.0,3,160261.0,9.0,4,12,3,1,1,14084.0,0.0,35.0,2,1
32.0,5,116834.0,9.0,2,7,5,4,0,0.0,0.0,5.0,41,0
23.0,3,203076.0,10.0,4,6,3,4,1,0.0,0.0,40.0,38,0
66.0,3,201197.0,13.0,2,9,0,4,1,0.0,0.0,45.0,38,1
61.0,3,273803.0,9.0,2,2,0,4,1,0.0,0.0,40.0,38,0
55.0,3,156797.0,10.0,0,6,1,4,0,0.0,0.0,40.0,38,0
24.0,3,283896.0,9.0,4,5,1,4,1,0.0,0.0,40.0,38,0
30.0,3,149368.0,9.0,0,11,4,4,1,1151.0,0.0,30.0,38,0
49.0,3,156926.0,11.0,0,3,1,4,1,0.0,0.0,45.0,38,1
21.0,8,163911.0,10.0,4,14,3,4,0,0.0,0.0,3.0,38,0
56.0,4,165881.0,9.0,2,11,0,4,1,0.0,0.0,50.0,38,1
25.0,3,86872.0,9.0,2,11,0,4,1,0.0,0.0,40.0,38,0
49.0,3,167523.0,13.0,0,10,1,4,1,0.0,0.0,40.0,38,0
58.0,3,154950.0,13.0,2,12,0,4,1,0.0,0.0,40.0,38,1
40.0,0,171231.0,13.0,4,0,1,4,1,0.0,0.0,40.0,32,0
62.0,3,244933.0,14.0,0,9,1,4,0,0.0,0.0,45.0,38,0
54.0,3,256908.0,13.0,2,12,0,4,1,0.0,0.0,25.0,38,1
34.0,5,33442.0,11.0,4,7,2,4,0,0.0,0.0,40.0,38,0
18.0,3,126142.0,6.0,4,2,3,4,1,0.0,0.0,30.0,38,0
28.0,8,268222.0,7.0,4,14,1,2,0,0.0,0.0,40.0,38,0
32.0,3,167106.0,9.0,2,11,0,1,1,0.0,0.0,40.0,16,0
22.0,1,50065.0,13.0,4,9,1,4,0,0.0,0.0,35.0,38,0
34.0,6,252529.0,13.0,4,9,1,4,1,0.0,0.0,48.0,38,0
53.0,8,199665.0,13.0,2,14,0,4,1,0.0,0.0,30.0,38,1
47.0,3,343579.0,9.0,2,7,0,4,1,0.0,0.0,40.0,25,0
19.0,3,190817.0,10.0,4,11,3,4,0,0.0,0.0,40.0,38,0
41.0,4,151089.0,10.0,2,3,0,4,1,0.0,2415.0,55.0,38,1
46.0,3,186820.0,10.0,2,7,5,4,0,5013.0,0.0,40.0,38,0
56.0,5,210731.0,4.0,0,11,2,4,1,0.0,0.0,20.0,25,0
42.0,3,123816.0,9.0,0,6,1,2,0,0.0,0.0,40.0,38,0
25.0,3,77071.0,13.0,4,9,3,4,0,0.0,2339.0,35.0,38,0
42.0,3,115085.0,9.0,2,0,0,4,1,0.0,0.0,50.0,38,0
43.0,3,170525.0,13.0,0,9,1,4,0,14344.0,0.0,40.0,38,1
17.0,3,209949.0,7.0,4,11,3,4,0,0.0,1602.0,12.0,38,0
57.0,5,34297.0,4.0,2,2,0,4,1,0.0,0.0,40.0,38,1
40.0,3,180985.0,14.0,2,3,0,4,1,0.0,0.0,50.0,38,1
62.0,1,33365.0,9.0,6,7,1,4,0,0.0,0.0,40.0,1,0
20.0,3,197752.0,10.0,4,0,3,4,1,0.0,0.0,16.0,38,0
47.0,3,180551.0,10.0,2,13,0,4,1,0.0,0.0,50.0,38,0
40.0,3,77975.0,10.0,2,3,0,4,1,0.0,0.0,40.0,38,0
44.0,3,159297.0,9.0,2,3,5,1,0,0.0,0.0,40.0,41,1
48.0,3,94342.0,13.0,2,2,0,4,1,0.0,0.0,55.0,38,0
39.0,4,34180.0,11.0,2,4,0,4,1,0.0,0.0,60.0,38,1
46.0,1,367251.0,10.0,2,2,0,2,1,0.0,0.0,40.0,38,1
